activity_id,opportunity_id,se_id,activity_type,activity_date,notes
ACT-0476,OPP-0046,SE-041,Technical Demo,2026-04-25,Walked through ModelServe integration and answered questions on governance controls.
ACT-0477,OPP-0199,SE-016,Internal Sync,2026-05-04,Synced with AE on deal strategy and next steps involving Governance Suite.
ACT-0478,OPP-0277,SE-004,RFP Work,2026-05-14,Drafted responses covering ModelServe security and compliance questions.
ACT-0479,OPP-0331,SE-007,RFP Work,2026-03-16,Drafted responses covering ModelServe security and compliance questions.
ACT-0480,OPP-0293,SE-042,Technical Demo,2026-06-07,Walked through Lakehouse Core integration and answered questions on governance controls.
ACT-0481,OPP-0330,SE-037,POC Check-in,2026-04-08,Reviewed POC progress against success criteria; Lakehouse Core environment stable.
ACT-0482,OPP-0317,SE-036,Discovery Call,2026-06-27,Discussed current PipelineOps stack and pain points around scaling data pipelines.
ACT-0483,OPP-0292,SE-035,Internal Sync,2026-03-29,Synced with AE on deal strategy and next steps involving Lakehouse Core.
ACT-0484,OPP-0258,SE-003,Technical Demo,2026-04-19,Walked through Governance Suite integration and answered questions on governance controls.
ACT-0485,OPP-0010,SE-019,Discovery Call,2026-06-10,Discussed current PipelineOps stack and pain points around scaling data pipelines.
ACT-0486,OPP-0297,SE-030,Technical Demo,2026-04-13,Walked through PipelineOps integration and answered questions on governance controls.
ACT-0487,OPP-0206,SE-039,Discovery Call,2026-05-10,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0488,OPP-0012,SE-023,Discovery Call,2026-07-03,Discussed current Governance Suite stack and pain points around scaling data pipelines.
ACT-0489,OPP-0213,SE-003,RFP Work,2026-04-29,Drafted responses covering PipelineOps security and compliance questions.
ACT-0490,OPP-0196,SE-018,Internal Sync,2026-04-14,Synced with AE on deal strategy and next steps involving ModelServe.
ACT-0491,OPP-0051,SE-036,Discovery Call,2026-03-25,Discussed current Lakehouse Core stack and pain points around scaling data pipelines.
ACT-0492,OPP-0074,SE-013,Technical Demo,2026-03-28,Walked through ModelServe integration and answered questions on governance controls.
ACT-0493,OPP-0079,SE-021,POC Check-in,2026-05-31,Reviewed POC progress against success criteria; Lakehouse Core environment stable.
ACT-0494,OPP-0031,SE-041,RFP Work,2026-03-27,Drafted responses covering PipelineOps security and compliance questions.
ACT-0495,OPP-0014,SE-005,POC Check-in,2026-04-21,Reviewed POC progress against success criteria; PipelineOps environment stable.
ACT-0496,OPP-0051,SE-022,POC Check-in,2026-05-11,Reviewed POC progress against success criteria; Governance Suite environment stable.
ACT-0497,OPP-0166,SE-018,Technical Demo,2026-06-17,Walked through Governance Suite integration and answered questions on governance controls.
ACT-0498,OPP-0027,SE-014,RFP Work,2026-07-09,Drafted responses covering Lakehouse Core security and compliance questions.
ACT-0499,OPP-0253,SE-034,Technical Demo,2026-06-30,Walked through PipelineOps integration and answered questions on governance controls.
ACT-0500,OPP-0059,SE-019,Internal Sync,2026-06-14,Synced with AE on deal strategy and next steps involving Governance Suite.
ACT-0501,OPP-0238,SE-037,Discovery Call,2026-05-18,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0502,OPP-0248,SE-003,RFP Work,2026-06-27,Drafted responses covering Lakehouse Core security and compliance questions.
ACT-0503,OPP-0010,SE-019,RFP Work,2026-05-10,Drafted responses covering PipelineOps security and compliance questions.
ACT-0504,OPP-0127,SE-037,Internal Sync,2026-03-19,Synced with AE on deal strategy and next steps involving Lakehouse Core.
ACT-0505,OPP-0291,SE-028,Technical Demo,2026-04-15,Walked through ModelServe integration and answered questions on governance controls.
ACT-0506,OPP-0326,SE-034,RFP Work,2026-07-06,Drafted responses covering Lakehouse Core security and compliance questions.
ACT-0507,OPP-0192,SE-036,Technical Demo,2026-05-16,Walked through PipelineOps integration and answered questions on governance controls.
ACT-0508,OPP-0276,SE-029,Technical Demo,2026-05-26,Walked through PipelineOps integration and answered questions on governance controls.
ACT-0509,OPP-0022,SE-002,Internal Sync,2026-06-11,Synced with AE on deal strategy and next steps involving Governance Suite.
ACT-0510,OPP-0335,SE-012,RFP Work,2026-06-27,Drafted responses covering ModelServe security and compliance questions.
ACT-0511,OPP-0247,SE-019,Discovery Call,2026-06-14,Discussed current Lakehouse Core stack and pain points around scaling data pipelines.
ACT-0512,OPP-0349,SE-026,Internal Sync,2026-04-22,Synced with AE on deal strategy and next steps involving ModelServe.
ACT-0513,OPP-0300,SE-034,POC Check-in,2026-07-06,Reviewed POC progress against success criteria; PipelineOps environment stable.
ACT-0514,OPP-0083,SE-036,POC Check-in,2026-05-23,Reviewed POC progress against success criteria; Lakehouse Core environment stable.
ACT-0515,OPP-0154,SE-007,Internal Sync,2026-05-23,Synced with AE on deal strategy and next steps involving Lakehouse Core.
ACT-0516,OPP-0072,SE-037,RFP Work,2026-04-07,Drafted responses covering Lakehouse Core security and compliance questions.
ACT-0517,OPP-0108,SE-041,POC Check-in,2026-06-29,Reviewed POC progress against success criteria; Governance Suite environment stable.
ACT-0518,OPP-0350,SE-023,Internal Sync,2026-04-21,Synced with AE on deal strategy and next steps involving ModelServe.
ACT-0519,OPP-0140,SE-017,POC Check-in,2026-06-13,Reviewed POC progress against success criteria; Governance Suite environment stable.
ACT-0520,OPP-0108,SE-031,POC Check-in,2026-04-18,Reviewed POC progress against success criteria; ModelServe environment stable.
ACT-0521,OPP-0009,SE-010,Internal Sync,2026-06-28,Synced with AE on deal strategy and next steps involving ModelServe.
ACT-0522,OPP-0003,SE-002,Discovery Call,2026-05-06,Discussed current Governance Suite stack and pain points around scaling data pipelines.
ACT-0523,OPP-0285,SE-033,Technical Demo,2026-03-25,Walked through Governance Suite integration and answered questions on governance controls.
ACT-0524,OPP-0333,SE-006,RFP Work,2026-07-13,Drafted responses covering Lakehouse Core security and compliance questions.
ACT-0525,OPP-0344,SE-030,Internal Sync,2026-04-03,Synced with AE on deal strategy and next steps involving Lakehouse Core.
ACT-0526,OPP-0193,SE-040,Discovery Call,2026-06-26,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0527,OPP-0091,SE-002,POC Check-in,2026-04-13,Reviewed POC progress against success criteria; Governance Suite environment stable.
ACT-0528,OPP-0190,SE-014,Discovery Call,2026-05-07,Discussed current Governance Suite stack and pain points around scaling data pipelines.
ACT-0529,OPP-0114,SE-003,RFP Work,2026-05-24,Drafted responses covering Lakehouse Core security and compliance questions.
ACT-0530,OPP-0099,SE-007,POC Check-in,2026-05-01,Reviewed POC progress against success criteria; ModelServe environment stable.
ACT-0531,OPP-0114,SE-016,Internal Sync,2026-06-15,Synced with AE on deal strategy and next steps involving ModelServe.
ACT-0532,OPP-0019,SE-019,RFP Work,2026-03-30,Drafted responses covering ModelServe security and compliance questions.
ACT-0533,OPP-0004,SE-014,RFP Work,2026-03-21,Drafted responses covering PipelineOps security and compliance questions.
ACT-0534,OPP-0143,SE-038,RFP Work,2026-06-24,Drafted responses covering Lakehouse Core security and compliance questions.
ACT-0535,OPP-0088,SE-037,Internal Sync,2026-06-20,Synced with AE on deal strategy and next steps involving Governance Suite.
ACT-0536,OPP-0034,SE-039,Technical Demo,2026-05-08,Walked through PipelineOps integration and answered questions on governance controls.
ACT-0537,OPP-0066,SE-018,Technical Demo,2026-05-24,Walked through Lakehouse Core integration and answered questions on governance controls.
ACT-0538,OPP-0268,SE-019,Internal Sync,2026-04-05,Synced with AE on deal strategy and next steps involving PipelineOps.
ACT-0539,OPP-0348,SE-036,Technical Demo,2026-03-31,Walked through Lakehouse Core integration and answered questions on governance controls.
ACT-0540,OPP-0349,SE-037,Internal Sync,2026-07-07,Synced with AE on deal strategy and next steps involving ModelServe.
ACT-0541,OPP-0219,SE-005,RFP Work,2026-07-06,Drafted responses covering Lakehouse Core security and compliance questions.
ACT-0542,OPP-0209,SE-019,POC Check-in,2026-04-25,Reviewed POC progress against success criteria; Governance Suite environment stable.
ACT-0543,OPP-0254,SE-025,Discovery Call,2026-04-29,Discussed current Governance Suite stack and pain points around scaling data pipelines.
ACT-0544,OPP-0115,SE-005,Internal Sync,2026-05-24,Synced with AE on deal strategy and next steps involving Lakehouse Core.
ACT-0545,OPP-0273,SE-030,POC Check-in,2026-07-09,Reviewed POC progress against success criteria; Governance Suite environment stable.
ACT-0546,OPP-0201,SE-014,POC Check-in,2026-04-15,Reviewed POC progress against success criteria; Lakehouse Core environment stable.
ACT-0547,OPP-0293,SE-003,POC Check-in,2026-06-15,Reviewed POC progress against success criteria; Lakehouse Core environment stable.
ACT-0548,OPP-0039,SE-017,Technical Demo,2026-04-29,Walked through Governance Suite integration and answered questions on governance controls.
ACT-0549,OPP-0169,SE-021,Technical Demo,2026-06-05,Walked through PipelineOps integration and answered questions on governance controls.
ACT-0550,OPP-0015,SE-032,Discovery Call,2026-07-03,Discussed current Lakehouse Core stack and pain points around scaling data pipelines.
ACT-0551,OPP-0304,SE-042,RFP Work,2026-06-08,Drafted responses covering Lakehouse Core security and compliance questions.
ACT-0552,OPP-0127,SE-008,POC Check-in,2026-05-18,Reviewed POC progress against success criteria; ModelServe environment stable.
ACT-0553,OPP-0175,SE-005,RFP Work,2026-04-19,Drafted responses covering PipelineOps security and compliance questions.
ACT-0554,OPP-0038,SE-040,POC Check-in,2026-03-19,Reviewed POC progress against success criteria; PipelineOps environment stable.
ACT-0555,OPP-0049,SE-042,Internal Sync,2026-05-03,Synced with AE on deal strategy and next steps involving Governance Suite.
ACT-0556,OPP-0044,SE-005,RFP Work,2026-05-08,Drafted responses covering Lakehouse Core security and compliance questions.
ACT-0557,OPP-0161,SE-006,Discovery Call,2026-04-23,Discussed current Governance Suite stack and pain points around scaling data pipelines.
ACT-0558,OPP-0227,SE-005,Technical Demo,2026-04-21,Walked through Lakehouse Core integration and answered questions on governance controls.
ACT-0559,OPP-0034,SE-008,POC Check-in,2026-03-18,Reviewed POC progress against success criteria; Governance Suite environment stable.
ACT-0560,OPP-0151,SE-026,Discovery Call,2026-05-23,Discussed current Lakehouse Core stack and pain points around scaling data pipelines.
ACT-0561,OPP-0317,SE-028,RFP Work,2026-06-23,Drafted responses covering Lakehouse Core security and compliance questions.
ACT-0562,OPP-0233,SE-026,Technical Demo,2026-05-15,Walked through Lakehouse Core integration and answered questions on governance controls.
ACT-0563,OPP-0318,SE-041,RFP Work,2026-05-29,Drafted responses covering Governance Suite security and compliance questions.
ACT-0564,OPP-0334,SE-003,Discovery Call,2026-05-07,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0565,OPP-0301,SE-014,RFP Work,2026-04-09,Drafted responses covering ModelServe security and compliance questions.
ACT-0566,OPP-0007,SE-040,Discovery Call,2026-06-03,Discussed current Lakehouse Core stack and pain points around scaling data pipelines.
ACT-0567,OPP-0294,SE-010,Discovery Call,2026-06-25,Discussed current PipelineOps stack and pain points around scaling data pipelines.
ACT-0568,OPP-0182,SE-028,Internal Sync,2026-06-04,Synced with AE on deal strategy and next steps involving ModelServe.
ACT-0569,OPP-0096,SE-017,RFP Work,2026-04-29,Drafted responses covering Governance Suite security and compliance questions.
ACT-0570,OPP-0031,SE-010,Technical Demo,2026-06-25,Walked through Lakehouse Core integration and answered questions on governance controls.
ACT-0571,OPP-0263,SE-024,POC Check-in,2026-06-26,Reviewed POC progress against success criteria; Governance Suite environment stable.
ACT-0572,OPP-0076,SE-032,POC Check-in,2026-03-29,Reviewed POC progress against success criteria; PipelineOps environment stable.
ACT-0573,OPP-0150,SE-025,POC Check-in,2026-04-24,Reviewed POC progress against success criteria; ModelServe environment stable.
ACT-0574,OPP-0030,SE-017,Discovery Call,2026-04-24,Discussed current PipelineOps stack and pain points around scaling data pipelines.
ACT-0575,OPP-0217,SE-024,Internal Sync,2026-04-01,Synced with AE on deal strategy and next steps involving Lakehouse Core.
ACT-0576,OPP-0328,SE-014,Technical Demo,2026-05-29,Walked through PipelineOps integration and answered questions on governance controls.
ACT-0577,OPP-0097,SE-032,Discovery Call,2026-06-19,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0578,OPP-0297,SE-038,RFP Work,2026-05-09,Drafted responses covering ModelServe security and compliance questions.
ACT-0579,OPP-0215,SE-023,POC Check-in,2026-05-21,Reviewed POC progress against success criteria; ModelServe environment stable.
ACT-0580,OPP-0233,SE-004,Technical Demo,2026-04-21,Walked through Lakehouse Core integration and answered questions on governance controls.
ACT-0581,OPP-0002,SE-042,RFP Work,2026-05-09,Drafted responses covering PipelineOps security and compliance questions.
ACT-0582,OPP-0239,SE-041,Technical Demo,2026-04-07,Walked through PipelineOps integration and answered questions on governance controls.
ACT-0583,OPP-0247,SE-023,Technical Demo,2026-06-28,Walked through PipelineOps integration and answered questions on governance controls.
ACT-0584,OPP-0205,SE-013,RFP Work,2026-06-20,Drafted responses covering PipelineOps security and compliance questions.
ACT-0585,OPP-0006,SE-006,Discovery Call,2026-04-08,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0586,OPP-0285,SE-009,POC Check-in,2026-05-10,Reviewed POC progress against success criteria; Lakehouse Core environment stable.
ACT-0587,OPP-0226,SE-014,Technical Demo,2026-03-24,Walked through ModelServe integration and answered questions on governance controls.
ACT-0588,OPP-0023,SE-003,Internal Sync,2026-07-13,Synced with AE on deal strategy and next steps involving ModelServe.
ACT-0589,OPP-0146,SE-013,Technical Demo,2026-05-26,Walked through PipelineOps integration and answered questions on governance controls.
ACT-0590,OPP-0090,SE-023,Technical Demo,2026-06-07,Walked through ModelServe integration and answered questions on governance controls.
ACT-0591,OPP-0092,SE-014,Internal Sync,2026-04-20,Synced with AE on deal strategy and next steps involving PipelineOps.
ACT-0592,OPP-0135,SE-008,Discovery Call,2026-05-06,Discussed current PipelineOps stack and pain points around scaling data pipelines.
ACT-0593,OPP-0195,SE-009,Discovery Call,2026-06-02,Discussed current PipelineOps stack and pain points around scaling data pipelines.
ACT-0594,OPP-0157,SE-031,POC Check-in,2026-06-09,Reviewed POC progress against success criteria; PipelineOps environment stable.
ACT-0595,OPP-0191,SE-012,Technical Demo,2026-05-16,Walked through ModelServe integration and answered questions on governance controls.
ACT-0596,OPP-0034,SE-009,Internal Sync,2026-05-18,Synced with AE on deal strategy and next steps involving Governance Suite.
ACT-0597,OPP-0098,SE-014,Technical Demo,2026-07-11,Walked through PipelineOps integration and answered questions on governance controls.
ACT-0598,OPP-0192,SE-022,Internal Sync,2026-04-26,Synced with AE on deal strategy and next steps involving Governance Suite.
ACT-0599,OPP-0326,SE-017,Internal Sync,2026-03-29,Synced with AE on deal strategy and next steps involving Governance Suite.
ACT-0600,OPP-0275,SE-020,Discovery Call,2026-06-23,Discussed current PipelineOps stack and pain points around scaling data pipelines.
ACT-0601,OPP-0127,SE-005,Technical Demo,2026-04-29,Walked through ModelServe integration and answered questions on governance controls.
ACT-0602,OPP-0261,SE-039,POC Check-in,2026-07-10,Reviewed POC progress against success criteria; PipelineOps environment stable.
ACT-0603,OPP-0042,SE-032,RFP Work,2026-05-09,Drafted responses covering PipelineOps security and compliance questions.
ACT-0604,OPP-0086,SE-034,Internal Sync,2026-06-07,Synced with AE on deal strategy and next steps involving Lakehouse Core.
ACT-0605,OPP-0256,SE-035,RFP Work,2026-04-24,Drafted responses covering ModelServe security and compliance questions.
ACT-0606,OPP-0165,SE-025,RFP Work,2026-05-29,Drafted responses covering PipelineOps security and compliance questions.
ACT-0607,OPP-0254,SE-032,Internal Sync,2026-06-07,Synced with AE on deal strategy and next steps involving Governance Suite.
ACT-0608,OPP-0327,SE-039,POC Check-in,2026-05-27,Reviewed POC progress against success criteria; Governance Suite environment stable.
ACT-0609,OPP-0113,SE-014,Discovery Call,2026-05-28,Discussed current PipelineOps stack and pain points around scaling data pipelines.
ACT-0610,OPP-0203,SE-015,RFP Work,2026-07-02,Drafted responses covering PipelineOps security and compliance questions.
ACT-0611,OPP-0194,SE-038,POC Check-in,2026-04-24,Reviewed POC progress against success criteria; Governance Suite environment stable.
ACT-0612,OPP-0131,SE-037,Technical Demo,2026-05-18,Walked through ModelServe integration and answered questions on governance controls.
ACT-0613,OPP-0044,SE-020,Discovery Call,2026-07-13,Discussed current PipelineOps stack and pain points around scaling data pipelines.
ACT-0614,OPP-0118,SE-039,RFP Work,2026-06-01,Drafted responses covering ModelServe security and compliance questions.
ACT-0615,OPP-0263,SE-041,Discovery Call,2026-04-30,Discussed current Governance Suite stack and pain points around scaling data pipelines.
ACT-0616,OPP-0231,SE-031,POC Check-in,2026-05-31,Reviewed POC progress against success criteria; Governance Suite environment stable.
ACT-0617,OPP-0189,SE-033,RFP Work,2026-04-18,Drafted responses covering Governance Suite security and compliance questions.
ACT-0618,OPP-0196,SE-003,POC Check-in,2026-07-05,Reviewed POC progress against success criteria; ModelServe environment stable.
ACT-0619,OPP-0120,SE-018,Technical Demo,2026-03-26,Walked through Governance Suite integration and answered questions on governance controls.
ACT-0620,OPP-0043,SE-020,Discovery Call,2026-05-21,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0621,OPP-0142,SE-016,Internal Sync,2026-04-12,Synced with AE on deal strategy and next steps involving Lakehouse Core.
ACT-0622,OPP-0037,SE-025,Discovery Call,2026-05-03,Discussed current Lakehouse Core stack and pain points around scaling data pipelines.
ACT-0623,OPP-0171,SE-014,Discovery Call,2026-05-25,Discussed current PipelineOps stack and pain points around scaling data pipelines.
ACT-0624,OPP-0155,SE-019,POC Check-in,2026-05-19,Reviewed POC progress against success criteria; ModelServe environment stable.
ACT-0625,OPP-0279,SE-018,Technical Demo,2026-04-10,Walked through PipelineOps integration and answered questions on governance controls.
ACT-0626,OPP-0145,SE-024,Discovery Call,2026-05-05,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0627,OPP-0297,SE-002,RFP Work,2026-06-03,Drafted responses covering Governance Suite security and compliance questions.
ACT-0628,OPP-0204,SE-016,RFP Work,2026-03-18,Drafted responses covering PipelineOps security and compliance questions.
ACT-0629,OPP-0243,SE-016,Technical Demo,2026-06-04,Walked through PipelineOps integration and answered questions on governance controls.
ACT-0630,OPP-0237,SE-023,Internal Sync,2026-04-21,Synced with AE on deal strategy and next steps involving Governance Suite.
ACT-0631,OPP-0097,SE-029,Discovery Call,2026-06-05,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0632,OPP-0225,SE-030,RFP Work,2026-06-06,Drafted responses covering PipelineOps security and compliance questions.
ACT-0633,OPP-0192,SE-010,Internal Sync,2026-06-07,Synced with AE on deal strategy and next steps involving Lakehouse Core.
ACT-0634,OPP-0157,SE-002,Internal Sync,2026-05-04,Synced with AE on deal strategy and next steps involving PipelineOps.
ACT-0635,OPP-0174,SE-016,RFP Work,2026-04-27,Drafted responses covering ModelServe security and compliance questions.
ACT-0636,OPP-0207,SE-036,RFP Work,2026-03-27,Drafted responses covering Governance Suite security and compliance questions.
ACT-0637,OPP-0301,SE-003,POC Check-in,2026-04-19,Reviewed POC progress against success criteria; ModelServe environment stable.
ACT-0638,OPP-0072,SE-011,Internal Sync,2026-04-07,Synced with AE on deal strategy and next steps involving Lakehouse Core.
ACT-0639,OPP-0196,SE-015,POC Check-in,2026-06-21,Reviewed POC progress against success criteria; Governance Suite environment stable.
ACT-0640,OPP-0274,SE-026,RFP Work,2026-04-17,Drafted responses covering Lakehouse Core security and compliance questions.
ACT-0641,OPP-0056,SE-023,Technical Demo,2026-07-02,Walked through Governance Suite integration and answered questions on governance controls.
ACT-0642,OPP-0328,SE-021,Internal Sync,2026-05-02,Synced with AE on deal strategy and next steps involving Governance Suite.
ACT-0643,OPP-0054,SE-037,Discovery Call,2026-06-07,Discussed current PipelineOps stack and pain points around scaling data pipelines.
ACT-0644,OPP-0309,SE-033,Technical Demo,2026-03-23,Walked through Lakehouse Core integration and answered questions on governance controls.
ACT-0645,OPP-0102,SE-006,Discovery Call,2026-07-10,Discussed current PipelineOps stack and pain points around scaling data pipelines.
ACT-0646,OPP-0106,SE-016,RFP Work,2026-04-30,Drafted responses covering ModelServe security and compliance questions.
ACT-0647,OPP-0233,SE-005,POC Check-in,2026-06-10,Reviewed POC progress against success criteria; Lakehouse Core environment stable.
ACT-0648,OPP-0088,SE-022,POC Check-in,2026-04-18,Reviewed POC progress against success criteria; Lakehouse Core environment stable.
ACT-0649,OPP-0081,SE-009,RFP Work,2026-07-08,Drafted responses covering Governance Suite security and compliance questions.
ACT-0650,OPP-0245,SE-006,Technical Demo,2026-06-23,Walked through Governance Suite integration and answered questions on governance controls.
ACT-0651,OPP-0067,SE-015,RFP Work,2026-04-08,Drafted responses covering PipelineOps security and compliance questions.
ACT-0652,OPP-0341,SE-032,POC Check-in,2026-05-03,Reviewed POC progress against success criteria; Governance Suite environment stable.
ACT-0653,OPP-0301,SE-014,Technical Demo,2026-07-03,Walked through ModelServe integration and answered questions on governance controls.
ACT-0654,OPP-0142,SE-014,Internal Sync,2026-04-09,Synced with AE on deal strategy and next steps involving Governance Suite.
ACT-0655,OPP-0229,SE-006,Discovery Call,2026-05-11,Discussed current PipelineOps stack and pain points around scaling data pipelines.
ACT-0656,OPP-0270,SE-023,RFP Work,2026-04-28,Drafted responses covering PipelineOps security and compliance questions.
ACT-0657,OPP-0236,SE-031,Internal Sync,2026-07-13,Synced with AE on deal strategy and next steps involving Governance Suite.
ACT-0658,OPP-0047,SE-020,Internal Sync,2026-04-15,Synced with AE on deal strategy and next steps involving Lakehouse Core.
ACT-0659,OPP-0153,SE-027,RFP Work,2026-06-01,Drafted responses covering ModelServe security and compliance questions.
ACT-0660,OPP-0213,SE-017,Internal Sync,2026-06-02,Synced with AE on deal strategy and next steps involving PipelineOps.
ACT-0661,OPP-0235,SE-026,Technical Demo,2026-06-28,Walked through Governance Suite integration and answered questions on governance controls.
ACT-0662,OPP-0202,SE-004,Technical Demo,2026-05-04,Walked through Lakehouse Core integration and answered questions on governance controls.
ACT-0663,OPP-0141,SE-042,Technical Demo,2026-05-03,Walked through PipelineOps integration and answered questions on governance controls.
ACT-0664,OPP-0342,SE-006,Internal Sync,2026-07-03,Synced with AE on deal strategy and next steps involving ModelServe.
ACT-0665,OPP-0211,SE-037,Technical Demo,2026-04-28,Walked through Governance Suite integration and answered questions on governance controls.
ACT-0666,OPP-0040,SE-008,Discovery Call,2026-07-07,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0667,OPP-0210,SE-030,Internal Sync,2026-06-06,Synced with AE on deal strategy and next steps involving ModelServe.
ACT-0668,OPP-0107,SE-034,Technical Demo,2026-05-26,Walked through ModelServe integration and answered questions on governance controls.
ACT-0669,OPP-0014,SE-006,Discovery Call,2026-05-30,Discussed current Governance Suite stack and pain points around scaling data pipelines.
ACT-0670,OPP-0176,SE-027,RFP Work,2026-04-07,Drafted responses covering Governance Suite security and compliance questions.
ACT-0671,OPP-0020,SE-002,Technical Demo,2026-06-19,Walked through Governance Suite integration and answered questions on governance controls.
ACT-0672,OPP-0070,SE-022,POC Check-in,2026-06-25,Reviewed POC progress against success criteria; Lakehouse Core environment stable.
ACT-0673,OPP-0237,SE-006,RFP Work,2026-05-06,Drafted responses covering Governance Suite security and compliance questions.
ACT-0674,OPP-0225,SE-010,Discovery Call,2026-06-30,Discussed current PipelineOps stack and pain points around scaling data pipelines.
ACT-0675,OPP-0083,SE-012,RFP Work,2026-04-06,Drafted responses covering ModelServe security and compliance questions.
ACT-0676,OPP-0091,SE-020,Discovery Call,2026-06-25,Discussed current Lakehouse Core stack and pain points around scaling data pipelines.
ACT-0677,OPP-0087,SE-006,Discovery Call,2026-04-29,Discussed current Governance Suite stack and pain points around scaling data pipelines.
ACT-0678,OPP-0079,SE-030,Discovery Call,2026-06-12,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0679,OPP-0111,SE-004,POC Check-in,2026-05-26,Reviewed POC progress against success criteria; PipelineOps environment stable.
ACT-0680,OPP-0227,SE-005,Internal Sync,2026-04-21,Synced with AE on deal strategy and next steps involving PipelineOps.
ACT-0681,OPP-0200,SE-021,Internal Sync,2026-06-15,Synced with AE on deal strategy and next steps involving Lakehouse Core.
ACT-0682,OPP-0307,SE-002,RFP Work,2026-04-22,Drafted responses covering Lakehouse Core security and compliance questions.
ACT-0683,OPP-0104,SE-017,Discovery Call,2026-06-30,Discussed current Governance Suite stack and pain points around scaling data pipelines.
ACT-0684,OPP-0103,SE-007,POC Check-in,2026-06-17,Reviewed POC progress against success criteria; PipelineOps environment stable.
ACT-0685,OPP-0015,SE-002,Discovery Call,2026-04-16,Discussed current Governance Suite stack and pain points around scaling data pipelines.
ACT-0686,OPP-0349,SE-006,POC Check-in,2026-06-13,Reviewed POC progress against success criteria; PipelineOps environment stable.
ACT-0687,OPP-0341,SE-012,Technical Demo,2026-03-31,Walked through Lakehouse Core integration and answered questions on governance controls.
ACT-0688,OPP-0213,SE-034,Technical Demo,2026-05-27,Walked through Lakehouse Core integration and answered questions on governance controls.
ACT-0689,OPP-0166,SE-037,Discovery Call,2026-04-16,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0690,OPP-0278,SE-027,Technical Demo,2026-04-15,Walked through PipelineOps integration and answered questions on governance controls.
ACT-0691,OPP-0119,SE-015,RFP Work,2026-04-05,Drafted responses covering Lakehouse Core security and compliance questions.
ACT-0692,OPP-0166,SE-013,Discovery Call,2026-04-17,Discussed current ModelServe stack and pain points around scaling data pipelines.
ACT-0693,OPP-0335,SE-022,Discovery Call,2026-07-06,Discussed current Governance Suite stack and pain points around scaling data pipelines.
ACT-0694,OPP-0109,SE-031,Discovery Call,2026-03-26,Discussed current Governance Suite stack and pain points around scaling data pipelines.
ACT-0695,OPP-0337,SE-019,Technical Demo,2026-06-15,Walked through Lakehouse Core integration and answered questions on governance controls.
ACT-0696,OPP-0023,SE-006,Internal Sync,2026-03-18,Synced with AE on deal strategy and next steps involving ModelServe.
ACT-0697,OPP-0155,SE-040,Technical Demo,2026-04-03,Walked through Governance Suite integration and answered questions on governance controls.
ACT-0698,OPP-0275,SE-038,RFP Work,2026-04-13,Drafted responses covering Lakehouse Core security and compliance questions.
ACT-0699,OPP-0049,SE-040,Technical Demo,2026-05-01,Walked through ModelServe integration and answered questions on governance controls.
ACT-0700,OPP-0348,SE-010,POC Check-in,2026-03-27,Reviewed POC progress against success criteria; Governance Suite environment stable.
ACT-0701,OPP-0326,SE-022,POC Check-in,2026-06-29,Reviewed POC progress against success criteria; PipelineOps environment stable.
ACT-0702,OPP-0172,SE-003,RFP Work,2026-05-19,Drafted responses covering Lakehouse Core security and compliance questions.
ACT-0703,OPP-0196,SE-034,Internal Sync,2026-05-07,Synced with AE on deal strategy and next steps involving Governance Suite.
ACT-0704,OPP-0120,SE-003,Technical Demo,2026-06-18,Walked through Lakehouse Core integration and answered questions on governance controls.
ACT-0705,OPP-0159,SE-017,Internal Sync,2026-06-24,Synced with AE on deal strategy and next steps involving Lakehouse Core.
ACT-0706,OPP-0318,SE-007,RFP Work,2026-04-18,Drafted responses covering PipelineOps security and compliance questions.
ACT-0707,OPP-0192,SE-033,Discovery Call,2026-05-20,Discussed current PipelineOps stack and pain points around scaling data pipelines.
ACT-0708,OPP-0078,SE-026,POC Check-in,2026-03-25,Reviewed POC progress against success criteria; PipelineOps environment stable.
ACT-0709,OPP-0122,SE-040,Technical Demo,2026-04-21,Walked through Lakehouse Core integration and answered questions on governance controls.
ACT-0710,OPP-0069,SE-019,RFP Work,2026-06-26,Drafted responses covering ModelServe security and compliance questions.
ACT-0711,OPP-0267,SE-028,POC Check-in,2026-06-06,Reviewed POC progress against success criteria; Lakehouse Core environment stable.
ACT-0712,OPP-0118,SE-023,POC Check-in,2026-06-28,Reviewed POC progress against success criteria; Lakehouse Core environment stable.
ACT-0713,OPP-0106,SE-036,POC Check-in,2026-05-04,Reviewed POC progress against success criteria; PipelineOps environment stable.
